name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;312;0;312;3151;1132;3151;1084;0
header;272;102;272;136;1883;136;1883;102
A;1068;166;1068;193;1089;193;1089;166
C;498;441;498;458;512;458;512;441
D;556;577;556;594;568;594;568;577
B;611;667;611;685;625;685;625;667
C;887;759;887;778;902;778;902;759
B;1067;831;1067;857;1085;857;1085;831
A;844;992;844;992;844;992;844;992
A;1007;1391;1007;1416;1029;1416;1029;1391
C;1070;1496;1070;1524;1091;1524;1091;1496
A;1029;1895;1029;1896;1029;1896;1029;1895
D;1077;2175;1077;2202;1098;2202;1098;2175
A;955;2502;955;2509;962;2509;962;2502
A;929;2938;929;2938;930;2938;930;2938
A;883;3014;883;3014;884;3014;884;3014
